Title,Category,Score
"Atiku's Ideas on Security and Economy Interesting, Says UK High Commissioner to Nigeria",politics,0.3447609543800354
Nigeria to Redistribute Unutilised Covid-19 Vaccine to States,health,0.36490342020988464
Vinicius Double Hands Madrid Advantage Over Liverpool in Champions League Quarter-final,sports,0.46947798132896423
Nigeria: Central Bank Chief Emefiele Inaugurates N15bn Rice Mill in Kano,tech,0.43116331100463867
"Fireboy, Wizkid Win Big at 2021 Headies Awards",tech,0.6659471988677979
Nigeria: APC Leaders in Search of Consensus Candidate at Convention,politics,0.5579031109809875
Nigeria: PDP Asks Supreme Court to Sack Zamfara Governor Matawalle Following Defection to APC,politics,0.4976394772529602
"Nigeria: After Months of Rancour, APC Convenes to Endorse Abdullahi Adamu as Chairman",politics,0.26780158281326294
Tottenham Sign Former Player Bale from Madrid,sports,0.3139991760253906
"Electoral Act Amendment: Nigeria Senate Cowers, Suspends Move to Override Buhari's Veto",politics,0.46536785364151
"e-Naira Will Be Protected from Cybersecurity Risks, Central Bank Assures",tech,0.25604650378227234
Nigerian Carrier Ibom Air Signs Agreement with Airbus At Dubai Airshow for Purchase Of 10 A220 Aircraft,tech,0.33047470450401306
Nigeria's Electoral Body Names Mu'azu Acting Chairman,politics,0.8383471965789795
World Bank Approves $700m for New Climate-Resilient Projects for Nigeria,health,0.2585316002368927
Facebook Freezes Venezuela President Maduro's Page Over Covid Misinformation,politics,0.21911399066448212
Capacity to Mobilise Voters Despite Security Challenges to Decide Anambra Poll,politics,0.3398430645465851
Nigeria Senate Confirms EFCC Board Nominee Whose Resume Indicated He Started School Before Birth,health,0.4043917655944824
Ex-Ogun Governor Osoba Warns against Undermining Southern Governors' Open Grazing Ban,politics,0.3117324411869049
"Sadio Mane's Winning Penalty Sends Senegal to World Cup, Salah's Egypt Miss Out",sports,0.6473442316055298
"Nigeria Needs to Boost Food Reserves, Says Central Bank Governor Emefiele",business,0.3457646667957306
"Nigerian Activist Sowore Shot by Police, Senior Lawyer Falana Says",politics,0.43410518765449524
Monkeypox: Russia Urges WHO to Investigate US-Funded Laboratories in Nigeria,tech,0.49618688225746155
Russian Racing Driver Kvyat Criticises 'Unfair' Sports Bans,sports,0.8310538530349731
Defending Champions Algeria Join Senegal in Qualifying for AFCON 2022,sports,0.5899551510810852
"Rising Oil Prices Will Create Problems for Nigeria, NNPC Boss Kyari Says",business,0.36676183342933655
UK's Centenarian Fundraiser Captain Moore Hospitalised With Covid-19,health,0.47717994451522827
"Super Eagles Camp Bubbles Ahead of AFCON 2021 Qualifiers Against Benin, Lesotho",sports,0.5916075110435486
"De Bruyne Signs 'Straight-forward' New Man City Deal, Club Looks to Extend Sterling's Contract",sports,0.39670899510383606
"S/Eagles Manager Rohr Unfazed by Critics, Insists Team Did Well in Friendlies",sports,0.543696939945221
Mixing Covid Vaccines Increases Reports of Mild Side-effects,health,0.564443826675415
New Export Rule Leaves Tonnes of Cocoa Beans Trapped at Nigerian Ports,business,0.28895995020866394
Nigeria FA to Investigate Penalty Shootout for Match Fixing,sports,0.9821867346763611
"Nigeria LNG Generates $108bn, Delivers 5,000 Cargoes in 21 Years",tech,0.34536048769950867
"In Durban, Buhari Says Nigeria's Economy Now Restructured from Oil Dependence to Multiple Revenue Sources",business,0.3704703152179718
Israeli Footballer Signs for Dubai Club,sports,0.9089291095733643
"300,000 Children Infected with HIV in 2020",health,0.7576127052307129
#EndSARS: Napoli's Osimhen Celebrates First Serie A Goal with 'End Police Brutality' Shirt,sports,0.7461684942245483
Disney Honours Chadwick Boseman With Updated 'Black Panther' Opening Credits,entertainment,0.47731339931488037
Edo State Threatens to End Nigeria's Sports Festival on Thursday Due to Lack of Funds,sports,0.7215235233306885
Jeremih Released From Hospital After Undergoing Covid-19 Treatment,health,0.37096449732780457
Pope's Personal Doctor Dies from Coronavirus 'Complications',health,0.8138717412948608
Bitcoin Value Drops by 50% Since November Peak,tech,0.28047025203704834
"Laycon, Nengi Favourites ahead of Big Brother Lockdown Finale",entertainment,0.2655198872089386
"Our Movement Has Only Just Begun', Trump Says After Acquittal in Impeachment Trial",politics,0.46875670552253723
"CHAN 2021: DR Congo, Cameroon Clash in Q-final Saturday",sports,0.8417527079582214
Oyo State Gets New Deputy Governor Lawal after Assembly Removes Olaniyan,politics,0.25953465700149536
Lawan: Yobe APC Senatorial Candidate Machina Goes Into Hiding for Fear of Harm,politics,0.7915014028549194
"Nigeria: PDP Governors Delusional, Presidency Says",politics,0.8973702192306519
"Eternal Rivals: England and Germany Battle for Quarterfinal Ticket in Front of 40,000 Wembley Fans",sports,0.7404630184173584
"Man United vs AC Milan, Arsenal vs Olympiacos, Tottenham vs Dinamo Zagreb: See Full Europa League Draw",sports,0.9345768094062805
Buhari: Desperate Politicians Problem of Nigeria's Electoral Process,politics,0.9956222176551819
Former FIFA President Sepp Blatter Gets New Six-year Football Ban Over Bonus Payments,sports,0.9349616765975952
"Pfizer, AstraZeneca Effective Against Virus Strain Found in India",tech,0.5359098315238953
"Nigeria: Aviation Fuel May Rise to N1000 Per Litre, Imports Rose By 287% to N293bn in 3 Months",tech,0.7530961036682129
Guardiola Leads Calls to Allow Five Substitutes in Premier League,sports,0.43575379252433777
Biden's Son Facing Federal Investigation Over 'Tax Affairs',politics,0.832435131072998
Nigeria: NDLEA Asks Political Parties to Make Drug Test Part of Screening for Aspirants,politics,0.7648045420646667
BUA Advocates Liberalisation of Cement Policy to Crash Price,business,0.42410945892333984
Nigeria: Former Bank PHB MD Atuche Jailed 12 Years For $63m Fraud,business,0.29009830951690674
Dangote Calls for Single-Digit Tax Regime to Encourage Investments in Nigeria's Petroleum Sector,politics,0.28452715277671814
Man United Reach Europa League Semi-finals as Edinson Cavani Goal Downs Granada,sports,0.3455745279788971
Watford Promoted to Premier League,tech,0.24277861416339874
Prince William Names Reeddi Capsules of Nigeria Among 15 Finalists for £50m Earthshot Prize,tech,0.35570964217185974
"In Line with CBN's Directive, Nigerian Banks Expose Clients with Suspicious Dollar Transactions",business,0.42337819933891296
Nigerian Fashion Brand Lagos Space Programme Makes LVMH Prize Semi-final,tech,0.3340703248977661
"Nigeria Airline Operators Deny Fixing Base Fare, Lament Loss of $60m to Bird Strikes, Flight Cancellations",business,0.23144404590129852
"Nigeria: Ahead of His Declaration for 2023 Presidency, Vice President Osinbajo Meets APC Governors",politics,0.22934654355049133
Pharmacists Commend RxAll for Introducing RxScanner in Nigeria,tech,0.7249529361724854
Nigeria: Manufacturers Back Central Bank's Ban of FX Sale to BDCs,business,0.4882054924964905
Aribo Fires Brace in Rangers' Eight-goal Thrashing of Hamilton,sports,0.5788024663925171
Newcastle Denied as Cavani Rescues Point for Man United,tech,0.38890165090560913
Elon Musk Surpasses Bill Gates to Become World's 2nd-richest Person,tech,0.3584952652454376
US Charges Proud Boys with Conspiracy in Deadly Capitol Assault,politics,0.44417402148246765
Dollar Scarcity May Hamper Shell's Planned Sale of Nigerian Assets,business,0.5030109882354736
"Buhari to Shettima: I'll Hand Over to You and Your Boss in 2023, God Willing",politics,0.3155735433101654
"Nigeria: Confusion in Anambra as Uba, Ozigbo Emerge as Candidates in Parallel PDP Governorship Primaries",politics,0.36028578877449036
"After 10 Days of Hiccups, Brazil's Bolsonaro May Need Surgery",health,0.37246033549308777
Fidelity Bank Posts $55m Profit in Nine Months,business,0.3146352767944336
"Electoral Act:  Standing Down from Overriding Buhari Was Strategic, Says Senator Umar",politics,0.9002386927604675
Biggest Series Launch': Squid Game Knocks Bridgerton off Netflix Top Spot,entertainment,0.6890222430229187
S/Eagles Set for Tunisia Friendly after More Covid-19 Tests,sports,0.8098171353340149
"Power Outages: We Have Settled 87% of Your Invoices, Nigeria Tells Generating Companies",tech,0.5970045328140259
NAFDAC Rejects Iwu's Claims Over Detox Tea Covid Cure,health,0.33265912532806396
EU to Build Vaccine Manufacturing Hubs in Africa,tech,0.7938347458839417
"With Almost 700,000 Daily Under-Production, Nigeria and Angola Account for Half of OPEC's Oil Supply Gap",business,0.30948013067245483
Access Bank Targets Eight More African Countries in Expansion Drive,tech,0.37693309783935547
"After 11 Major Titles, Sergio Ramos Announces Real Madrid Departure",sports,0.28765177726745605
"Again, Crude Oil Production by OPEC, Allies Falls by 890,000 bpd",business,0.2251521497964859
"Abuja Environment Body Demands $215,000 to Cut Grass at National Stadium, Sports Minister Alleges",sports,0.873829185962677
"In Victory for Trump, Republicans Block Probe of US Capitol Riot",politics,0.7479661107063293
Nigeria Blames Drop in Electricity Generation on Shutdown of Critical Gas Plant,politics,0.2507163882255554
Nigeria's Governing APC Holds Ward Congresses Saturday,politics,0.37088677287101746
Nigeria: Parliament Pressures Buhari to Sign Act that Changes Rules in Middle of Electoral Process,politics,0.41057679057121277
Apple to Scan iPhones for Child Sex Abuse Images,tech,0.696492612361908
"Nigeria: NNPC Names MRS, Oando, Duke Oil as Culprits in Importation of Dirty Fuel, MRS Blames NNPC",politics,0.2881641685962677
Macron Beats Le Pen to Win Second Term as French President,tech,0.29127272963523865
"IMF Backs CBN, Cautions against Cryptocurrency Transactions",business,0.25508472323417664
"Deregulation Will Continue to Sink Nigeria's Economy, Petroleum Engineer Zakka Says",politics,0.3191225826740265
"APC Chair Adamu Meets Senators, Worried By Gale of Defections",politics,0.27937087416648865
"Japan Startup Targets Supercar Users with $700,000 Hoverbike",tech,0.8217318058013916
WHO Chief Warns of 'Moral Failure' in Covid Vaccine Access to Poor Countries,health,0.6495969891548157
"Asian Shares Hit All-time Highs, Oil Rises on Middle East Tensions",entertainment,0.30672532320022583
Umbrella Academy' Star Elliot Page Comes Out as Transgender,entertainment,0.3707040250301361
"Argentina, Chile, Uruguay and Paraguay Launch Joint Bid To Host 2030 World Cup",sports,0.257280558347702
South Korea's Antitrust Regulator To Fine Google $177m Over Improper Mobile Market Dominance,tech,0.5662090182304382
Man Utd Stumble Again in Watford Stalemate,business,0.24305424094200134
Favourites Clash as Belgium Battle Italy for Euro Semi-final Spot in Munich,entertainment,0.3531828820705414
"Israeli Hospital Allegedly Finds Cure for Covid-19, Says All Treated Patients Fully Recovered",health,0.6268149614334106
"Emirates to Resume Flights to Nigeria as FG Lifts Ban, after UAE Drops Rapid Antigen Test",sports,0.35010990500450134
"OPEC+ Resolves to Continue with Gradual 400,000 bpd Oil Output Hikes",tech,0.738503098487854
Suzuki Expects Operating Profit to Fall Amid Pandemic,business,0.45083436369895935
"Liverpool Clash 'Toughest Task of Season', Says Fulham Boss Scott Parker",sports,0.2671201527118683
Delta Air Lines to Charge $200 Monthly Health Insurance for Unvaccinated Staff,health,0.6682052612304688
New Zealand Reports First Community Covid-19 Case in Months,health,0.3045790195465088
"Britney Spears Can Hire Own Lawyer in Conservatorship Case, Judge Rules",entertainment,0.48466119170188904
"Report: More Than 6,500 Migrant Workers Have Died During Qatar's World Cup Prep",politics,0.26813581585884094
"Ondo Will Sustainably Produce Cocoa, Says Governor Akeredolu",business,0.31932374835014343
Dubai's Ruler Receives China's Coronavirus Vaccine Shot,health,0.7049000263214111
Guinea's Opposition Implores West African States to Help Prevent Crisis,politics,0.3756949305534363
"J&J Vaccine Adds to Covid-19 Armoury, Includes South African Variant",health,0.3525660037994385
Kim Kardashian Files to Divorce Kanye West,politics,0.3319826126098633
"Trump Sues to Halt Vote Counting in Pennsylvania, Michigan",politics,0.45408979058265686
Chadwick Boseman Receives Posthumous Oscar Nomination in Most Diverse List Ever,entertainment,0.2867891192436218
"Kanye, Busta Rhymes Present as DMX Immortalised By Family, Close Friends at Memorial",entertainment,0.36814382672309875
R. Kelly's Fate Now in Jury's Hands at Sex Trafficking Trial,politics,0.27197766304016113
Nigeria: INEC Says It Has Capacity to Transmit Results Realtime Nationwide,tech,0.4835030734539032
Nigeria Disburses $510m Export Grant to 270 Exporters,business,0.25759580731391907
"Osun Election Will Herald an End to APC's Reign in Nigeria, Atiku Says",politics,0.5966920256614685
Nigeria: Year-On-Year Headline Inflation Decelerates to 17.38%,business,0.31487128138542175
VP Osinbajo Says Coca-Cola's Planned $1bn Investment Will Positively Impact Nigeria's Economy,business,0.3411017060279846
"Nigeria: FG Considers Three Options to Address Electoral Act Impasse, Including Litigation",politics,0.4879821538925171
Nigeria to Lose Over $1bn to Under-Production as OPEC Raises Oil Quota,business,0.26114168763160706
Liverpool Hold Man City to 1-1 Draw,sports,0.21528080105781555
"Nigeria Urges Shell, Chevron, NNPC to Allow Third Parties Use Their Gas Pipelines",tech,0.6591557264328003
South Africa's Manufacturing Activity Expands Slightly in January,business,0.6558780074119568
"Nigeria's National Sports Festival Rescheduled Again, to Start on Valentines' Day",sports,0.8178440928459167
Michael B. Jordan Producing Mohammed Ali Series,entertainment,0.2749937176704407
"Ahead of APC's Presidential Primary, African Leaders Pressure Buhari to Annoint AfDB President Adesina",politics,0.36428192257881165
Cuban Doctors Arrive in Mozambique to Battle Covid-19,tech,0.5390934348106384
China's Exports Beat Forecast Amid Power Shortages,business,0.5102229118347168
"N100m Form: APC Presidential Aspirant Defects, Alleges Party Chairman Adamu Has Commercialised Primaries",politics,0.5832066535949707
Chadwick Boseman To Receive Posthumous Honours at Multiple Award Shows,politics,0.2408522367477417
Cameroon Dump Ivory Coast Out of World Cup Qualifiers,sports,0.6524152159690857
"Nigeria Must Enforce Stiffer Measures against Vote Buying with Impunity, Says CDD",politics,0.3513457179069519
"Amid tensions with China, India warns Amazon over Country of Origin Rule",business,0.300550252199173
Naomi Osaka Withdraws from French Open after Refusing to Do News Conferences,business,0.20496533811092377
US Spends $768m on Malaria in Nigeria Over 10 Years,politics,0.30065029859542847
"Nigeria's Drug Addiction Three Times More Than Global Average, Says NDLEA Boss Marwa",politics,0.35379207134246826
Opposition Holds Final Rally as Guineans Vote in Sunday's Presidential Election,politics,0.6384788751602173
"Edo Governor Obaseki Says Benin River Port Will Boost Export Earnings, Facilitate Economic Growth",politics,0.2726237177848816
Fallout Continues From Biggest Global Ransomware Attack,politics,0.2861630916595459
Classy Italy Kick Belgium Out to Reach Euro Semifinals,sports,0.5617544054985046
"Google, WIOCC Unveil Open Access Subsea Cable in Nigeria",tech,0.46071720123291016
Liverpool Ease to 3-0 Victory Over Norwich in Season Opener,sports,0.33448657393455505
"NSIA: No Plans to Move Our Investments Away from Dollar, Says Nigeria's Sovereign Wealth Fund",business,0.6251024603843689
FCMB CEO Proceeds on Leave as Bank Intensifies Probe into Paternity Allegation,business,0.6242195963859558
PM Johnson Prepares to Call in Army as Panic Buying Drains UK Petrol Pumps,tech,0.3030228018760681
Nigeria's Liquefied Natural Gas Export Hits 15-Month High,business,0.29623115062713623
Nigeria: Buhari to Sign Reworked Electoral Bill on Friday,politics,0.3887879550457001
"Serie A: Sanchez, Lukaku Inspire Inter Comeback",sports,0.3764039874076843
PSG 1-1 Barcelona: Mbappe Penalty Helps Book Quarter-final Spot Despite Messi Stunner,sports,0.4945030212402344
"Governors' Chair Fayemi, Benue Governor Ortom Praise Buhari for Withholding Assent to Electoral Bill",politics,0.7444029450416565
Inter Milan Crowned Serie A Champions as Conte Ends Juventus' Nine-year Title Run,sports,0.5810887217521667
"WHO to Trial Malaria, Arthritis Drugs as Covid Treatments",health,0.4775709807872772
Kanye West Now 'Richest Black Person in US History' with $6.6 Billion Net Worth,entertainment,0.3050030469894409
Nigeria:Senate Rejects Presidential Aide Lauretta Onochie as INEC Commissioner,politics,0.5236796736717224
"Nigeria: It's Unconstitutional, Northcentral Kogi Governor Kicks Against Rotational Presidency",politics,0.6413195729255676
Tuchel Criticise Hudson-Odoi after Chelsea Draw with Southampton,sports,0.21547608077526093
"Finance Minister Says Nigeria Taking $750m World Bank Loan on Behalf of States, Blames Transport Costs for Inflation",business,0.39163222908973694
Former Nigeria VP Atiku Under Fire for Kicking Against Zoning Presidential Ticket,politics,0.3363374173641205
NASA Extracts Breathable Oxygen from Thin Martian Air,health,0.29233792424201965
Australia to Continue Astrazeneca Jab Rollout Despite Pause from EU Countries,tech,0.528465211391449
Nigeria: Central Bank Unveils Incentives to Boost FX Repatriation,business,0.3590913712978363
"Roman Abramovich Receives Multiple Bids for  Chelsea, 'None Match £3bn Valuation'",business,0.31428223848342896
China Not Convinced by Canada's Wu-Tang Clan Explanation,politics,0.26861080527305603
Africa CDC Chief Warns of 'Vaccine War' Over Access to Jabs,health,0.6463263034820557
Nigeria Versus Sierra Leone in Numbers,sports,0.2061956822872162
Nigeria's BUA Signs Pact with China's CBMI to Build Cement Plants Worth $1.05bn,tech,0.5390400886535645
"Sudan Becomes Third Arab Nation to Normalise Ties with Israel after UAE, Bahrain",politics,0.2739006280899048
"Brazilian Hospitals Close to Covid-induced Collapse, Report Says",health,0.4207662045955658
"Nigeria: Oil Marketers Say Subsidy Not Sustainable, Want Gradual Removal to Minimise Shock",health,0.3851225972175598
Jack Dorsey Resigns as Twitter Chief Executive,business,0.24260491132736206
Nigeria Appeal Court Reverses Nullification of Diri's Election as Bayelsa Governor,politics,0.3089425563812256
UN Endorses World's First Malaria Vaccine as 'Historic Moment',health,0.6864487528800964
Nigeria to Continue Setting Petrol Prices Despite NNPC's Transition to Commercial Entity,business,0.49601253867149353
"NASA: Mystery Object Orbiting Earth Is 54-year-old Rocket, Not Asteroid",tech,0.2568094730377197
"Nigeria: INTELS Responds to FG, Says Process of Awarding Pilotage Contract Not Closed",tech,0.9623784422874451
"Suez Blockage Holding Up $9.6bn of Goods Daily, Stranded Ship Could Take Weeks to Remove",tech,0.2547440230846405
"Dangote Refinery Lekki 80% Ready, Targets Marketing Petroleum Products By 2021",business,0.28219228982925415
Chelsea Director Marina Granovskaia Exits After Todd Boehly Takeover,business,0.27651068568229675
Jeff Bezos Reclaims Title of World's Richest Person from Elon Musk,entertainment,0.2575118839740753
"Fleeing Sanctions, Russian Oligarchs Seek Safe Ports for Superyachts",politics,0.4067690372467041
"Nigeria 'Doomed' If APC or PDP Wins Next Presidential Election, 'Third Force' Advocate Nwosu Says",politics,0.5165385007858276
You're Playing With Fire': Rivers Governor Wike Warns FIRS Against Sabotage of Administering Tax Laws,entertainment,0.8580359220504761
"Pfizer Covid Vaccine Effectiveness Drops after Six months, Study Shows",health,0.6053059101104736
Britney Spears' Father Files to End Court Conservatorship,entertainment,0.4409257769584656
Man City Unveil Sergio Aguero Statue to Celebrate 10th Anniversary of First Premier League Title,sports,0.513200044631958
Chevron Nigeria Set to Lay Off 25% of Workforce,tech,0.2769027650356293
Juventus End Milan's Unbeaten Run,sports,0.8813836574554443
"Dortmund's Hopes of Haaland Stay, Champions League Football Hit With Loss Against Frankfurt",sports,0.7481390237808228
AFCON: Sadio Mane Inspires Senegal to Impressive Win in Dakar,sports,0.3716021180152893
Zuma's Corruption Trial on Tuesday  'to Be Postponed' Due to Ill Health,politics,0.49458444118499756
"Petroleum Act Will Enhance Nigeria's Energy Growth, Deputy Oil Minister Sylva Reiterates",business,0.22572393715381622
"Nigeria to Spend $5bn to Wipe Out Malaria, Health Minister Ehanire Says",health,0.5981296896934509
Family of James Brown Settles 15-year Battle Over His Estate,health,0.2608623206615448
Clarke Resigns as England FA Chairman after Apologising for Saying 'Coloured Footballers',sports,0.6876715421676636
"Some Vaccine Doses Kept Too Cold, Pfizer Having Manufacturing Issues, US Officials Say",health,0.5122153759002686
Dollar Crisis: Nigeria Rated Most Crypto-Obsessed Nation in the World,politics,0.3987112045288086
"Presidential Primary: Southern PDP Governors Ganged Up Against Me, Wike Alleges",politics,0.9015335440635681
"Nigeria: Atiku Woos Lagos PDP Delegates Ahead of Party Primary, Charges Leaders to Restore National Unity",politics,0.6937671899795532
Djokovic Tells Court He Was Cleared to Enter Australia after Covid Infection,entertainment,0.19873932003974915
Elon Musk Laughs Off Twitter Lawsuit Threat,entertainment,0.6168310046195984
Lionel Messi Becomes Free Agent after Barcelona Contract Expires,sports,0.23049530386924744
Nigeria Pays $100m for Siemens Power Project,tech,0.7253293395042419
Nigeria: PDP Governors Want Parliament to Quickly Rework Electoral Bill and Return for Assent,politics,0.7747752070426941
Shakhtar Donetsk 2-0 Real Madrid: 13-time Champions at Risk of Group Stage Elimination,sports,0.3555949330329895
Super Eagles Stalwart Wilfred Ndidi Back from Injury,sports,0.8448419570922852
US Senators Question Apple and Google on App Store Dominance,tech,0.7051279544830322
"Lewis Hamilton Wins Seventh F1 Title, Becomes Most Successful Driver Ever",sports,0.39316728711128235
"Nigeria: PDP NEC Sets Up 37-Man Committee Over Presidential Ticket, Sells Form for N35m",politics,0.33672139048576355
Toshiba Targets $3bn Revenue in Quantum Cryptography by 2030,tech,0.3533220887184143
ECOWAS Parliament Cautions Against Cryptocurrencies,politics,0.405852347612381
WTA Suspends Tournaments in China over Peng Concerns,sports,0.3469849228858948
Nigeria: Governing APC Formally Informs INEC of February 26 Convention,tech,0.29572558403015137
Nigeria: Low Turnout in Several States as First Phase of Covid Vaccination Ends April 16,health,0.3416924774646759
Tokyo Olympics: US Beat France 87-82 to Claim Fourth Straight Gold Medal in Men's Basketball,sports,0.9773433208465576
Simone Biles will not defend her Olympic gold medal on floor exercise.,sports,0.9439982771873474
Buzzfeed Acquires HuffPost from Verizon Wireless,tech,0.4037351906299591
Nicole Young Wants Dr Dre Questioned on Alleged Mistresses,tech,0.42644867300987244
"Pinnick Decries Campaign of Calumny, Says He Holds President Buhari in High Esteem",tech,0.4495404064655304
Bank of Japan Governor Optimistic Economy Will Recover,business,0.610496997833252
Valieva to Take to Olympic Ice Once More on Thursday Amid Doping Scandal,sports,0.9326674938201904
WHO Says 7m Doses of Covid Vaccines Administered in Africa So Far,health,0.5802785158157349
Carney Chukwuemeka: Chelsea Sign Aston Villa Midfielder For £20m,sports,0.7343952655792236
Brent Crude Oil Hits $120 as EU Meets on Russia Sanctions,business,0.4190438389778137
"Obasanjo Visits Benin President, Seeks Soft Landing for Yoruba Nation Agitator Igboho",politics,0.19187629222869873
"Continued Stay of Service Chiefs a Huge Problem for Nigeria, Says Ahmed Buhari",politics,0.3957426846027374
South Africa Wants More Men to Take Covid Jabs,entertainment,0.33198878169059753
"Don't Wait for Tomorrow to Take over Power from Corrupt Leaders, Obasanjo Tells Nigerian Youths",politics,0.5523707270622253
Philippines' Duterte Says Daughter Running for President in 2022 Elections,politics,0.8588628768920898
"Chinese Vaccines Sweep Much of the World, Despite Western Concerns",health,0.4367786645889282
Will Smith Wins Best Actor at Oscars for King Richard after Slapping Chris Rock,entertainment,0.48621276021003723
